Unique ID,Card Name,Card Type,Card Stage,Rarity,Set,Series,Count,Image URL
163,Eldegoss V,Grass,Basic,RR,"CPA, Champion's Path",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH35/SWSH35_EN_5.png
164,Yanma,Grass,Basic,C,"VIV, Vivid Voltage",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_6.png
165,Blipbug,Grass,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_16.png
166,Blipbug,Grass,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_10.png
167,Orbeetle,Grass,Stage 1,U,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_12.png
168,Nymble,Grass,Basic,C,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_14.png
169,Nymble,Grass,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_13.png
170,Dwebble,Grass,Basic,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_6.png
171,Crustle,Grass,Stage 1,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_7.png
172,Simisage,Grass,Stage 1,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_5.png
173,Bounsweet,Grass,Basic,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_8.png
174,Steenee,Grass,Stage 1,U,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_9.png
175,Snover,Grass,Basic,C,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_9.png
176,Roselia,Grass,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_3.png
177,Wo-Chien,Grass,Basic,R,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_18.png
178,Celebi,Grass,Basic,R,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_9.png
179,Bounsweet,Grass,Basic,C,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_13.png
180,Heracross,Grass,Basic,C,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_6.png
181,Kakuna,Grass,Stage 1,U,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_2.png
182,Weedle,Grass,Basic,C,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_1.png
183,Scyther,Grass,Basic,C,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_1.png
184,Shaymin,Grass,Basic,U,"TEF, Temporal Forces",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_13.png
185,Deerling,Grass,Basic,C,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_16.png
186,Sawsbuck,Grass,Stage 1,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_17.png
187,Cottonee,Grass,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_14.png
188,Whimsicott,Grass,Stage 1,R,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_15.png
189,Turtwig,Grass,Basic,C,"TEF, Temporal Forces",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_10.png
190,Grotle,Grass,Stage 1,C,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_11.png
191,Abomasnow,Grass,Stage 1,R,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_10.png
192,Rellor,Grass,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_23.png
193,Pineco,Grass,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_2.png
194,Metapod,Grass,Stage 1,U,"FST, Fusion Strike",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH8/SWSH8_EN_2.png
195,Seedot,Grass,Basic,C,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_3.png
196,Grubbin,Grass,Basic,C,"FST, Fusion Strike",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH8/SWSH8_EN_18.png
197,Grubbin,Grass,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_18.png
198,Shroomish,Grass,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_6.png
199,Breloom,Grass,Stage 1,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_7.png
200,Roserade,Grass,Stage 1,U,"TEF, Temporal Forces",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_9.png
201,Brambleghast,Grass,Stage 1,R,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_21.png
202,Dolliv,Grass,Stage 1,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_22.png
203,Shroomish,Grass,Basic,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_3.png
204,Floragato,Grass,Stage 1,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_14.png
205,Meowscarada,Grass,Stage 2,R,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_15.png
206,Cacnea,Grass,Basic,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_5.png
207,Scovillain,Grass,Stage 1,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_29.png
208,Trevenant,Grass,Stage 1,R,"LOR, Lost Origin",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH11/SWSH11_EN_17.png
209,Scatterbug,Grass,Basic,C,"SVI, Scarlet & Violet",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_8.png
210,Spewpa,Grass,Stage 1,C,"SVI, Scarlet & Violet",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_9.png
211,Vivillon,Grass,Stage 2,U,"SVI, Scarlet & Violet",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_10.png
212,Grookey,Grass,Basic,C,"CRE, Chilling Reign",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_16.png
213,Thwackey,Grass,Stage 1,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_17.png
214,Rillaboom,Grass,Stage 2,R,"CPA, Champion's Path",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_14.png
215,Dhelmise V,Grass,Basic,RR,"CPA, Champion's Path",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_9.png
216,Dhelmise VMax,Grass,Stage 1,RR,"CPA, Champion's Path",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH45/SWSH45_EN_10.png
217,Zarude V,Grass,Basic,RR,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_22.png
218,Kricketune V,Grass,Basic,RR,"BST, Battle Styles",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_6.png
219,Pheromosa & Buzzwole GX,Grass,Basic,RR,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_1.png
220,Dwebble,Grass,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_10.png
221,Karrablast,Grass,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_12.png
222,Yanma,Grass,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_2.png
223,Virizion GX,Grass,Basic,RR,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_34.png
224,Shuckle GX,Grass,Basic,RR,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_195.png
225,Grotle,Grass,Stage 1,U,"CPA, Champion's Path",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH9/SWSH9_EN_7.png
226,Torterra,Grass,Stage 2,R,"CPA, Champion's Path",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH9/SWSH9_EN_8.png
227,Beautifly,Grass,Stage 2,R,"LOR, Lost Origin",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH11/SWSH11_EN_8.png
228,Rellor,Grass,Basic,C,"SSP, Surging Sparks",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_13.png
229,Rabsca,Grass,Stage 2,R,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_14.png
230,Exeggutor,Grass,Stage 1,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_3.png
231,Scatterbug,Grass,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_5.png
232,Vivillon,Grass,Basic,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_10.png
233,Capsakid,Grass,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_12.png
234,Morelull,Grass,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_8.png
235,Illumise,Grass,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_10.png
236,Sunflora,Grass,Stage 1,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_7.png
237,Oddish,Grass,Basic,C,"OBF, Obsidian Flames",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV03/SV03_EN_1.png
238,Leafeon,Grass,Stage 1,U,"TWM, Twilight Masquerade",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_11.png
239,Tangela,Grass,Basic,C,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_1.png
240,Tangrowth,Grass,Stage 1,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_2.png
241,Pinsir,Grass,Basic,C,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_3.png
242,Heracross,Grass,Basic,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_8.png
243,Sinistcha,Grass,Stage 1,R,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_22.png
244,Phantump,Grass,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_12.png
245,Teal Mask Ogerpon ex,Grass,Basic,RR,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_25.png
246,Teal Mask Ogerpon,Grass,Basic,R,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_24.png
247,Volbeat,Grass,Basic,C,"TWM, Twilight Masquerade",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_9.png
248,Grookey,Grass,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_14.png
249,Rillaboom,Grass,Stage 2,U,"TWM, Twilight Masquerade",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_16.png
250,Dipplin,Grass,Stage 1,U,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_18.png
251,Spinarak,Grass,Basic,C,"TWM, Twilight Masquerade",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_4.png
252,Ariados,Grass,Stage 1,U,"TWM, Twilight Masquerade",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV06/SV06_EN_5.png
253,Tapu Koko,Lightning,Basic,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_69.png
254,Tapu Koko,Lightning,Basic,R,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_85.png
255,Oricorio,Lightning,Basic,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_55.png
256,Pikachu,Lightning,Basic,C,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_54.png
257,Pikachu,Lightning,Basic,C,"UNM, Unified Minds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_55.png
258,Pikachu,Lightning,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_56.png
259,Raichu,Lightning,Stage 1,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_55.png
260,Voltorb,Lightning,Basic,C,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_47.png
261,Blitzle,Lightning,Basic,C,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_81.png
262,Electrike,Lightning,Basic,C,"CES, Celestial Storm",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_51.png
263,Manectric,Lightning,Stage 1,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_52.png
264,Stunfisk,Lightning,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_83.png
265,Pachirisu,Lightning,Basic,C,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_80.png
266,Tynamo,Lightning,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_64.png
267,Chinchou,Lightning,Basic,C,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_73.png
268,Chinchou,Lightning,Basic,C,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_49.png
269,Lanturn,Lightning,Stage 1,U,"CES, Celestial Storm",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_50.png
270,Dedenne,Lightning,Basic,C,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_84.png
271,Electabuzz,Lightning,Basic,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_71.png
272,Electivire,Lightning,Stage 1,R,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_72.png
273,Minun,Lightning,Basic,U,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_54.png
274,Mareep,Lightning,Basic,C,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_75.png
275,Mareep,Lightning,Basic,C,"LOT, Lost Thunder",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_76.png
276,Flaaffy,Lightning,Stage 1,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_77.png
277,Joltik,Lightning,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_61.png
278,Galvantula,Lightning,Stage 1,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_62.png
279,Charjabug,Lightning,Stage 1,U,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_58.png
280,Zeraora,Lightning,Basic,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_60.png
281,Dedenne GX,Lightning,Basic,RR,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_57.png
282,Lanturn,Lightning,Basic,R,"SUM, Sun & Moon",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM1/SM1_EN_50.png
283,Xurkitree,Lightning,Basic,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_70.png
284,Oricorio,Lightning,Basic,R,"GRI, Guardians Rising",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_46.png
285,Toxel,Lightning,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_69.png
286,Joltik,Lightning,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_64.png
287,Elekid,Lightning,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_59.png
288,Zekrom,Lightning,Basic,R,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_66.png
289,Plusle,Lightning,Basic,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_60.png
290,Minun,Lightning,Basic,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_61.png
291,Oricorio,Lightning,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_67.png
292,Blitzle,Lightning,Basic,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_62.png
293,Voltorb,Lightning,Basic,C,"VIV, Vivid Voltage",SWSH,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_45.png
294,Electrode,Lightning,Stage 1,R,"VIV, Vivid Voltage",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_46.png
295,Flaaffy,Lightning,Stage 1,U,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_48.png
296,Ampharos,Lightning,Stage 2,R,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_49.png
297,Chinchou,Lightning,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_68.png
298,Lanturn,Lightning,Basic,R,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_69.png
299,Tapu Koko V,Lightning,Basic,RR,"SSH, Sword & Shield",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_72.png
300,Tapu Koko V,Lightning,Basic,RR,"BST, Battle Styles",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_50.png
301,Tapu Koko VMax,Lightning,Stage 1,RR,"BST, Battle Styles",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH5/SWSH5_EN_51.png
